"ENSGID"	"baseMean"	"log2FC"	"lfcSE"	"stat"	"p_value"	"FDR"	"gene"	"direction"
"ENSG00000002834"	7324.00084269081	-0.526334905948467	0.117888557635711	-4.46468186993094	8.01878093606656e-06	4.05249200761875e-05	"LASP1"	NA
"ENSG00000002919"	850.241402433071	1.12344945801049	0.201364726024536	5.57917704947787	2.41659170296787e-08	2.12610371317153e-07	"SNX11"	"Up"
"ENSG00000003056"	5119.87151559023	-0.299625252948493	0.403751715480425	-0.742102736559194	0.458025091939464	0.568282459724293	"M6PR"	NA
"ENSG00000003096"	242.264729380685	0.220757691331674	0.42061798712307	0.524841300396128	0.59969351818566	0.69775994310145	"KLHL13"	NA
"ENSG00000003137"	690.021180824632	-2.37026129864472	0.329238880204078	-7.19921443413826	6.05604468046552e-13	1.34585761781982e-11	"CYP26B1"	"Down"
"ENSG00000003147"	629.378478850189	1.4992884058316	0.443491273653809	3.38064916921443	0.000723148107005646	0.0022097340012644	"ICA1"	"Up"
"ENSG00000003249"	1186.00741294219	-1.84131581807628	0.319040239184179	-5.77142188328571	7.86053976584638e-09	7.77511887128112e-08	"DBNDD1"	"Down"
"ENSG00000003393"	1834.05017918839	0.550242003410108	0.178839676303033	3.07673338928301	0.00209282395446439	0.00568270446029748	"ALS2"	NA
"ENSG00000003400"	180.737431935376	2.39710897021512	0.445702379958214	5.37827276228558	7.5203822720775e-08	5.9771844607427e-07	"CASP10"	"Up"
"ENSG00000003402"	997.953798936205	0.816872280451878	0.190596812649127	4.28586537779975	1.82029199474844e-05	8.45746310457109e-05	"CFLAR"	NA
"ENSG00000003436"	818.47625277331	2.94185238099322	0.319763929180915	9.20007578255892	3.57697405338502e-20	2.50857295088215e-18	"TFPI"	"Up"
"ENSG00000003509"	421.047505908135	0.547992357416027	0.18657401431894	2.93713119383956	0.00331263930739069	0.00850756173316366	"NDUFAF7"	NA
"ENSG00000003756"	2418.97652985638	0.461036132376657	0.17222079130874	2.67700623643145	0.00742832522821314	0.017284947145116	"RBM5"	NA
"ENSG00000003987"	24.5295266234127	1.49252468549195	0.493054978828368	3.02709586066566	0.00246915641359245	0.00657621860690958	"MTMR7"	"Up"
"ENSG00000003989"	903.119764791798	0.473295183640243	0.267877921501623	1.76683162608971	0.0772564305037765	0.131832074070665	"SLC7A2"	NA
"ENSG00000004059"	1860.92691967216	-0.120356255463163	0.233860421133044	-0.514649956072266	0.606797649528245	0.703204752724321	"ARF5"	NA
"ENSG00000004139"	69.2761547010993	0.0244685267687394	0.49264716577669	0.0496674465388696	0.960387398327011	0.973817798066593	"SARM1"	NA
"ENSG00000004142"	2807.34394193354	-0.192951776430724	0.146879456961733	-1.31367435870214	0.188955813400062	0.279755310512361	"POLDIP2"	NA
"ENSG00000004399"	802.857577713604	-1.63219409598416	0.278921613658247	-5.85180214102747	4.8627491568874e-09	5.01575428406613e-08	"PLXND1"	"Down"
"ENSG00000004455"	6732.88739244127	0.910880790418312	0.198846056566169	4.58083406906891	4.63125190054191e-06	2.47192709052006e-05	"AK2"	NA
"ENSG00000004468"	6.33348015389026	1.13753736369034	1.04941762986215	1.08397012907032	0.278378043343127	0.384006858338378	"CD38"	"Up"
"ENSG00000004478"	7479.31784518265	0.421445670172735	0.346004917544731	1.21803375848914	0.223211144389414	0.321108793845452	"FKBP4"	NA
"ENSG00000004487"	6534.65008081368	0.659597025041466	0.196348297345702	3.3593213384486	0.000781341552692235	0.00237062351944495	"KDM1A"	NA
"ENSG00000004534"	2235.77720004898	0.274475880367841	0.147997683257426	1.85459579046531	0.0636539697106944	0.111786404935283	"RBM6"	NA
"ENSG00000004660"	208.502280945671	-1.25197316232423	0.210100738668291	-5.95891842294211	2.53912801228721e-09	2.78880350104357e-08	"CAMKK1"	"Down"
"ENSG00000004700"	1455.84328500475	0.479623622771156	0.279360132621084	1.71686495947403	0.0860038485786798	0.144568001161377	"RECQL"	NA
"ENSG00000004766"	815.363966660401	0.614445177265273	0.210839617052583	2.91427761942876	0.00356512708141409	0.00907834146088658	"VPS50"	NA
"ENSG00000004776"	5.00798561867552	0.219230362221297	0.932008479765271	0.235223570365487	0.814035212665122	0.869852107036074	"HSPB6"	NA
"ENSG00000004777"	82.5954965924519	-1.33560152093825	0.488345151774805	-2.73495398916983	0.00623889960757413	0.0148380889624473	"ARHGAP33"	"Down"
"ENSG00000004779"	1476.24996720861	0.702829394801623	0.210955658891261	3.33164513573869	0.000863342686522956	0.0025927553618429	"NDUFAB1"	NA
"ENSG00000004799"	130.68406910557	1.57535330050335	0.276150444417484	5.70469225145166	1.16553476653799e-08	1.10374271859425e-07	"PDK4"	"Up"
"ENSG00000004809"	27.4366535322254	-0.570686680544319	0.457078964659354	-1.24855161726734	0.2118291179549	0.307709666081854	"SLC22A16"	NA
"ENSG00000004838"	34.9078564540396	-1.44796596240906	0.685769300404984	-2.11144762758256	0.0347338549951464	0.0666478724688209	"ZMYND10"	"Down"
"ENSG00000004846"	2.13290695999755	0.606149874081308	2.13821539355485	0.283484010033978	0.776805837300943	0.841203739266784	"ABCB5"	NA
"ENSG00000004848"	8.70464934189782	-0.168719557279403	0.936774449150076	-0.18010691627262	0.857068632999902	0.901201821795153	"ARX"	NA
"ENSG00000004864"	630.260794031692	0.33363633855333	0.161810927116692	2.06189003733181	0.0392182062563182	0.0740077134382573	"SLC25A13"	NA
"ENSG00000004866"	602.81699011071	0.202202600378807	0.176551467278161	1.14528983245567	0.252089116390809	0.354428474215719	"ST7"	NA
"ENSG00000004897"	8266.43583512779	0.492227130328775	0.177944358837994	2.76618564107961	0.00567162378118296	0.0136482669306149	"CDC27"	NA
"ENSG00000004939"	5.3224768831514	-0.534549404988668	1.02218780981432	-0.522946370379596	0.601011574379271	0.698770896913853	"SLC4A1"	NA
"ENSG00000004948"	9.85340052165774	-0.211731808259533	0.90412282307851	-0.234184784251539	0.8148415270255	0.870330704104635	"CALCR"	NA
"ENSG00000004961"	878.830404590413	0.536837675492435	0.173948160153638	3.08619346717021	0.00202736863325442	0.00552601657410793	"HCCS"	NA
"ENSG00000004975"	1246.55056787445	-1.88544086208379	0.295901022112359	-6.37186329612561	1.86745310213102e-10	2.59171593541493e-09	"DVL2"	"Down"
"ENSG00000005001"	31.7942541313778	-0.644349045556208	0.566701382080793	-1.13701689448914	0.255531223142073	0.358325845317312	"PRSS22"	NA
"ENSG00000005007"	2016.13398405515	-0.190720573413388	0.225321694247257	-0.846436798065703	0.397309117640916	0.508432068581466	"UPF1"	NA
"ENSG00000005020"	1450.08001660621	1.97195729913664	0.233705508395017	8.43778699389307	3.23402300291431e-17	1.45288155825616e-15	"SKAP2"	"Up"
"ENSG00000005022"	9740.3014186197	0.742320984455656	0.244902194447076	3.03109160018602	0.00243671312415689	0.00649587708063135	"SLC25A5"	NA
"ENSG00000005059"	550.830276418139	0.522823879693296	0.273466625776175	1.91183797368098	0.0558969794429366	0.100284033573866	"MCUB"	NA
"ENSG00000005073"	225.875028825353	0.16147607121615	0.196026335050109	0.823746825521546	0.410083427057914	0.520999896340859	"HOXA11"	NA
"ENSG00000005075"	802.770253774553	-1.14790338516721	0.221827651672346	-5.17475335700138	2.28212244938811e-07	1.61838704326272e-06	"POLR2J"	"Down"
"ENSG00000005100"	1796.89384822349	0.0704804530025115	0.13000596436219	0.542132457909058	0.587727260200756	0.687201153164014	"DHX33"	NA
"ENSG00000005102"	4.51067189284864	-2.01594390862142	1.18111997697863	-1.70680705424889	0.0878579208388175	0.1471925534946	"MEOX1"	"Down"
"ENSG00000005108"	11.1749042847512	-0.796939513781575	0.836494650286641	-0.952713222384015	0.34073539210308	0.451390657135176	"THSD7A"	NA
"ENSG00000005156"	1674.07644052301	0.440348782663499	0.18635773985982	2.36292188880769	0.0181314907452349	0.0378788999673373	"LIG3"	NA
"ENSG00000005175"	1848.8870208708	0.819879035727895	0.145801376312088	5.62325992021462	1.87387125964449e-08	1.68707172853265e-07	"RPAP3"	NA
"ENSG00000005187"	315.749423124971	1.45024782250797	0.23980233442907	6.04768016942274	1.46946298248718e-09	1.6944373690243e-08	"ACSM3"	"Up"
"ENSG00000005189"	296.080613302064	0.662571647381265	0.180420181899909	3.67238099642776	0.000240301062745102	0.000839018931992283	"REXO5"	NA
"ENSG00000005194"	2839.12279974959	1.62843198204164	0.30570005352084	5.32689465797111	9.99060655085103e-08	7.76381740681939e-07	"CIAPIN1"	"Up"
"ENSG00000005206"	243.889708991026	-1.97575831107852	0.535396224184681	-3.69027315066943	0.000224013380318713	0.00078696714514757	"SPPL2B"	"Down"
"ENSG00000005238"	305.036792856317	-0.627220250842174	0.320437227786904	-1.95738883142282	0.0503017705830233	0.091697443082635	"FAM214B"	NA
"ENSG00000005249"	688.683036694099	1.07224905215142	0.283025917232515	3.78851895485789	0.000151548032053866	0.000557217431135744	"PRKAR2B"	"Up"
"ENSG00000005302"	516.535491963001	-0.159351237977142	0.223447238745374	-0.71314928245199	0.475753386320063	0.583925688330864	"MSL3"	NA
"ENSG00000005339"	2275.71010986679	-0.232718110820942	0.152915449099267	-1.52187442270709	0.12804054908585	0.202385911320624	"CREBBP"	NA
"ENSG00000005379"	1.78196188205643	2.05737084775245	2.04242798832967	1.00731622339106	0.313782835995325	0.422159909548864	"TSPOAP1"	"Up"
"ENSG00000005421"	4.97428235865414	-4.59647921592436	1.62673783257798	-2.82558081817035	0.00471949806435087	0.011610128073199	"PON1"	"Down"
"ENSG00000005436"	748.799555287444	1.29326942216596	0.217805662714143	5.93772175640492	2.89009986904171e-09	3.1460171093538e-08	"GCFC2"	"Up"
"ENSG00000005448"	412.170860944238	0.0317039947314468	0.318281513184568	0.0996099158076517	0.920654021306188	0.946825627296802	"WDR54"	NA
"ENSG00000005469"	2.04668269703108	0.0624197358818139	1.34278830395255	0.0464851650093162	0.962923557912052	0.975501899127693	"CROT"	NA
"ENSG00000005483"	2545.32231009523	0.0971632234105478	0.174323496511938	0.557373075659334	0.577272557188993	0.678127823067072	"KMT2E"	NA
"ENSG00000005486"	917.553870540625	-1.67911625629307	0.263181836143322	-6.38006133287507	1.77017074947516e-10	2.47073098409615e-09	"RHBDD2"	"Down"
"ENSG00000005513"	105.375264317775	-1.11142839041194	0.330940428170577	-3.35839412717228	0.000783967463564165	0.0023777474719089	"SOX8"	"Down"
"ENSG00000005700"	1756.46271450071	0.957775323219737	0.250183966019866	3.82828419605309	0.000129039704946625	0.000482229183456353	"IBTK"	NA
"ENSG00000005801"	1188.61803358438	0.82749826624448	0.188416475400875	4.39185726451944	1.12386474553509e-05	5.47284391735813e-05	"ZNF195"	NA
"ENSG00000005810"	2668.00842198726	0.125409183727561	0.204312637311152	0.613810214473286	0.539340746631793	0.644117827029146	"MYCBP2"	NA
"ENSG00000005812"	1497.65857820047	0.637971555488721	0.191413597882901	3.33294793340129	0.000859310218730334	0.00258291172719365	"FBXL3"	NA
"ENSG00000005844"	4.79270275137143	-2.97745660093793	1.67546643746518	-1.77709116360608	0.0755532418002843	0.129330984832284	"ITGAL"	"Down"
"ENSG00000005882"	803.92511611479	-1.16913055203728	0.252416500719341	-4.63175168305349	3.62584874281588e-06	1.98101927481052e-05	"PDK2"	"Down"
"ENSG00000005884"	10392.0266229227	0.816925467760115	0.492831763156567	1.65761529355929	0.0973951408011883	0.160685079964321	"ITGA3"	NA
"ENSG00000005889"	1242.82908334693	-0.165024466381259	0.224902333770408	-0.733760577823637	0.463094670983757	0.572495015884558	"ZFX"	NA
"ENSG00000005893"	3643.53326868856	-0.153006155372346	0.209050773684888	-0.731909060537512	0.464224075596777	0.573489407544455	"LAMP2"	NA
"ENSG00000005961"	55.921311510472	-1.1988265096127	0.636319520496727	-1.88400083762458	0.0595648621679832	0.105855879155124	"ITGA2B"	"Down"
"ENSG00000005981"	17.9511346041029	-0.602098347067036	0.60974376311012	-0.987461264049529	0.323416563521494	0.432671740675459	"ASB4"	NA
"ENSG00000006007"	2183.28042662204	1.26824168236455	0.131684811947066	9.63088805468591	5.9215480174022e-22	5.19638613711726e-20	"GDE1"	"Up"
"ENSG00000006015"	115.443988726667	-1.43702603150458	0.416196980335413	-3.45275458353034	0.000554893589590857	0.00174932555362541	"C19orf60"	"Down"
"ENSG00000006016"	543.09143026744	-2.69655973440091	0.334349769322213	-8.06508627138379	7.31841679303464e-16	2.75843057626451e-14	"CRLF1"	"Down"
"ENSG00000006025"	212.186914740966	-0.86496056360391	0.284016701629088	-3.04545668843625	0.00232327237749391	0.00622546772998367	"OSBPL7"	NA
"ENSG00000006042"	734.84852212828	-0.324728084680204	0.220624232496491	-1.47186046158991	0.141058562467054	0.219615514597054	"TMEM98"	NA
"ENSG00000006047"	17.7069327597108	1.15576974449891	0.53566555071881	2.15763314058181	0.0309563659366568	0.0605192886905142	"YBX2"	"Up"
"ENSG00000006062"	352.37557551925	-1.93313781259888	0.315830362548144	-6.12081054209661	9.31005481468022e-10	1.11877568812365e-08	"MAP3K14"	"Down"
"ENSG00000006118"	1013.10745326846	-1.87157334759743	0.438246691953841	-4.27059321144757	1.94953718410169e-05	9.0236625086146e-05	"TMEM132A"	"Down"
"ENSG00000006125"	14027.9588632514	0.258895562947325	0.173884275230302	1.48889577625366	0.136514815977904	0.213532132633811	"AP2B1"	NA
"ENSG00000006194"	939.421778115269	-0.125510882814404	0.200244301769289	-0.626788786025039	0.530797695241237	0.635753493453353	"ZNF263"	NA
"ENSG00000006210"	3.01039426710592	0.592188519824366	1.13022111243956	0.523958111653161	0.60030767483674	0.698189691552117	"CX3CL1"	NA
"ENSG00000006282"	743.196443503709	-1.7884063213619	0.32354279519007	-5.52757269810714	3.24691697036251e-08	2.76286639467147e-07	"SPATA20"	"Down"
"ENSG00000006283"	70.9776388380743	-0.526739429809221	0.60047617150653	-0.877202884650175	0.380376449547638	0.49247195314059	"CACNA1G"	NA
"ENSG00000006327"	1159.86763871171	-0.74835041362443	0.360041526136037	-2.07851139188227	0.0376622827606839	0.0714260204589186	"TNFRSF12A"	NA
"ENSG00000006432"	819.510139861865	-0.229014884438324	0.144601545059871	-1.58376512743002	0.113247177817888	0.182440755678751	"MAP3K9"	NA
"ENSG00000006451"	2137.83534310372	1.69806122204998	0.31011259640133	5.47562801948376	4.35962643022185e-08	3.62145278999787e-07	"RALA"	"Up"
"ENSG00000006453"	2162.95808794845	1.18675701905281	0.264642462092924	4.48437869594829	7.31266916147361e-06	3.73201296424505e-05	"BAIAP2L1"	"Up"
"ENSG00000006459"	708.62494826771	1.83289535445032	0.445724837857649	4.11216786405718	3.91961129089582e-05	0.000169033236919882	"KDM7A"	"Up"
"ENSG00000006468"	1281.24360341342	-0.104974701873389	0.35081056848613	-0.299234718972099	0.764760960297635	0.832268478288802	"ETV1"	NA
"ENSG00000006530"	1372.04801954382	1.05593051849871	0.160043687693595	6.59776423372784	4.17404335324186e-11	6.6691157666363e-10	"AGK"	"Up"
"ENSG00000006534"	361.745229033375	-0.88181539932282	0.335421792228862	-2.62897468129068	0.00856427369850945	0.019621348444088	"ALDH3B1"	NA
"ENSG00000006555"	29.5272234029717	-1.01697789761445	0.484376905882228	-2.09955901130787	0.0357676516292782	0.0683937931255123	"TTC22"	"Down"
"ENSG00000006576"	1851.46022515396	1.295417847456	0.392787567585222	3.29801132815878	0.000973722059236467	0.00288825305558232	"PHTF2"	"Up"
"ENSG00000006606"	4.55330364377461	1.71950047144408	1.06253401129753	1.61830158203057	0.105597619927663	0.17207756139436	"CCL26"	"Up"
"ENSG00000006607"	1070.16789689932	0.556900306399998	0.174439736202099	3.19250830415609	0.00141042889136765	0.00401317911358218	"FARP2"	NA
"ENSG00000006611"	776.55342757268	-2.22596790612884	0.495015552999208	-4.49676357165368	6.89956359864151e-06	3.54125171865487e-05	"USH1C"	"Down"
"ENSG00000006625"	1122.06475077643	1.03321511615522	0.212348108652776	4.86566667680898	1.14071629275841e-06	7.0801368159891e-06	"GGCT"	"Up"
"ENSG00000006634"	1898.57396005615	1.27723550956591	0.17475949836758	7.30853270635649	2.70075212392822e-13	6.43666717892197e-12	"DBF4"	"Up"
"ENSG00000006638"	21.9724248436625	-2.12298827056538	0.87259917099979	-2.43294784263082	0.0149764580529243	0.0320757406707087	"TBXA2R"	"Down"
"ENSG00000006652"	1797.65367757645	1.49490312632195	0.419750017535946	3.56141289784205	0.000368864479712727	0.00122444403042564	"IFRD1"	"Up"
"ENSG00000006695"	724.114791440867	0.492883518082251	0.160011299327833	3.08030445445247	0.00206789093587764	0.00562392716063861	"COX10"	NA
"ENSG00000006704"	689.4824597613	-0.748757268763881	0.184905551882275	-4.04940393158447	5.13482508915681e-05	0.000213840659346925	"GTF2IRD1"	NA
"ENSG00000006712"	1950.20451931383	-0.0985235173601988	0.118905969337338	-0.828583442103617	0.407340160604213	0.518322786158485	"PAF1"	NA
"ENSG00000006715"	2205.27170058045	0.327800126007599	0.168934644918622	1.94039609912759	0.0523315703120263	0.0948520105051789	"VPS41"	NA
"ENSG00000006740"	211.840541665083	-0.0748328065014285	0.320661236069534	-0.233370292644919	0.815473879388722	0.87063272769151	"ARHGAP44"	NA
"ENSG00000006744"	3055.29995517075	0.732164256981054	0.208791956998309	3.50666887511852	0.000453753408874571	0.00146668461138301	"ELAC2"	NA
"ENSG00000006747"	25.0467457764886	2.12844385577297	0.805899694185666	2.64107787995092	0.00826427197432394	0.0189899586443711	"SCIN"	"Up"
"ENSG00000006756"	568.572422903881	-0.975184965496762	0.47056339914649	-2.07237742515792	0.0382302569668461	0.0724380288262758	"ARSD"	NA
"ENSG00000006757"	475.656539640178	0.318431300283663	0.269621007259262	1.18103297484334	0.237589624071794	0.337481003330003	"PNPLA4"	NA
"ENSG00000006831"	3942.18815228407	0.47579385738481	0.151128799917214	3.14826729018852	0.00164241437271722	0.00459306990454928	"ADIPOR2"	NA
"ENSG00000006837"	106.700145991052	1.08897976816175	0.398579926118027	2.73214905418815	0.00629226670732257	0.0149547027085409	"CDKL3"	"Up"
"ENSG00000007047"	694.412241424102	-0.860489611731606	0.263291107020119	-3.26820613681362	0.00108231505950975	0.00317241783116321	"MARK4"	NA
"ENSG00000007062"	1081.84012522431	0.517944225628321	0.187077401313347	2.7686092600826	0.00562961061246225	0.0135605147523162	"PROM1"	NA
"ENSG00000007080"	495.856916441688	-1.85149911086366	0.51246658216742	-3.6129167740713	0.000302771905415752	0.00103105131253221	"CCDC124"	"Down"
"ENSG00000007168"	5023.43957793146	0.596408920595155	0.177307640535753	3.36369554517247	0.000769063322163603	0.00233502689298502	"PAFAH1B1"	NA
"ENSG00000007171"	4.216800483858	-3.43991941589085	1.38370392067468	-2.48602274264973	0.0129179709855207	0.0281846639684088	"NOS2"	"Down"
"ENSG00000007174"	2.41236664336137	0.249842903985964	1.31599313763324	0.189851220983794	0.84942571719168	0.895752318517535	"DNAH9"	NA
"ENSG00000007202"	8255.27336442307	-0.534600427336191	0.184834349645696	-2.89232184580924	0.00382405989181437	0.0096543689685346	"KIAA0100"	NA
"ENSG00000007237"	248.522718269968	-0.584729519103009	0.297460000319952	-1.96574167442367	0.0493284582368412	0.0901672519468373	"GAS7"	NA
"ENSG00000007255"	90.8022309695652	-2.72961271482983	0.443439024150944	-6.15555367517832	7.48156508593141e-10	9.18396999644608e-09	"TRAPPC6A"	"Down"
"ENSG00000007264"	1.70913066713828	0.438635586102449	1.5093232705472	0.290617387714048	0.771343960319606	0.837026701421861	"MATK"	NA
"ENSG00000007312"	8.41716005294129	1.02415938085902	0.921768775732944	1.11108057445823	0.266533668542939	0.370565821913128	"CD79B"	"Up"
"ENSG00000007314"	45.7153456740214	0.87111782377772	0.508868105789237	1.71187349701677	0.0869199837844658	0.145821055148998	"SCN4A"	NA
"ENSG00000007341"	280.957151102272	1.14580640323319	0.362431120201263	3.16144596688304	0.00156987941196439	0.00440751050000569	"ST7L"	"Up"
"ENSG00000007350"	2.98348839161694	0.439121200219342	1.87247550039261	0.234513722677424	0.814586181039166	0.870112824841976	"TKTL1"	NA
"ENSG00000007372"	146.220349914543	-0.149047682042956	0.202332314155278	-0.736647938146796	0.461336474534299	0.570981466239761	"PAX6"	NA
"ENSG00000007376"	376.487565145432	-3.28238875489119	0.483625479130395	-6.78704678833969	1.14452100222622e-11	2.05078988377959e-10	"RPUSD1"	"Down"
"ENSG00000007384"	147.679875287332	-1.29244126481215	0.454433143224123	-2.8440735102253	0.00445407705295051	0.0110301037391359	"RHBDF1"	"Down"
"ENSG00000007392"	612.635883826915	0.364405219042193	0.138673603896675	2.62779078932505	0.00859413530695257	0.0196871276268504	"LUC7L"	NA
"ENSG00000007402"	765.008646855466	-1.55138254403147	0.3242047253591	-4.78519411557961	1.70822156866001e-06	1.01005830970664e-05	"CACNA2D2"	"Down"
"ENSG00000007516"	240.568596511277	-1.60424389378859	0.367359275375736	-4.36696172200296	1.25986796255405e-05	6.06267170281915e-05	"BAIAP3"	"Down"
"ENSG00000007520"	320.582373541711	-2.18718652734618	0.34850892486227	-6.27584079291672	3.47749882605563e-10	4.56691940993583e-09	"TSR3"	"Down"
"ENSG00000007541"	139.241451000992	-2.74230797333666	0.455607821773477	-6.01900986392657	1.75487177238671e-09	1.99398179077566e-08	"PIGQ"	"Down"
"ENSG00000007545"	831.968393533892	-0.871797478888636	0.217712746870295	-4.00434743220625	6.21889108776007e-05	0.000253375391175596	"CRAMP1"	NA
"ENSG00000007866"	691.512991450306	-1.25821698451024	0.232438674114332	-5.41311375701338	6.19381129671541e-08	4.99239278894932e-07	"TEAD3"	"Down"
"ENSG00000007923"	2251.902520647	0.453919378671627	0.209028329297032	2.17156870649147	0.0298882095488466	0.0586858338267199	"DNAJC11"	NA
"ENSG00000007944"	399.119162521128	-0.0441097092912827	0.247692200032249	-0.178082754667041	0.858657985332023	0.902041589109311	"MYLIP"	NA
"ENSG00000007952"	30.3780840970999	1.46310128654463	0.457378287516702	3.19888662509194	0.00137959411097587	0.0039365706898481	"NOX1"	"Up"
"ENSG00000007968"	398.847405038491	-0.493353196567998	0.537719573780911	-0.917491608309966	0.358885088288717	0.470093616542199	"E2F2"	NA
"ENSG00000008018"	6849.07757504868	0.711511890419225	0.140538522009385	5.06275347318445	4.13244085042252e-07	2.80612412033453e-06	"PSMB1"	NA
"ENSG00000008056"	12.0396124711221	0.415258124240247	0.704828022436792	0.589162336089562	0.555752380238598	0.659548840463478	"SYN1"	NA
"ENSG00000008083"	920.775812443133	0.327655169447041	0.194426664559487	1.6852378257345	0.0919426958739856	0.152972621467734	"JARID2"	NA
"ENSG00000008086"	312.660958629828	-0.310108257315376	0.258752872952134	-1.19847271173195	0.230733040264179	0.329817766058114	"CDKL5"	NA
"ENSG00000008118"	2.11031066646566	-2.19284049984144	1.97624221261162	-1.10960108323138	0.267170964292282	0.371331184289272	"CAMK1G"	"Down"
"ENSG00000008128"	398.055982701969	-0.308260747286956	0.312798476705768	-0.985493121748542	0.324381908375702	0.433590315273006	"CDK11A"	NA
"ENSG00000008130"	1150.10890169647	-1.40722756557878	0.196440959987978	-7.16361580428491	7.85764249512257e-13	1.71505074459869e-11	"NADK"	"Down"
"ENSG00000008226"	7.14953870833883	0.49076676712806	1.15758622938927	0.423956984515082	0.671597184478383	0.75702459106812	"DLEC1"	NA
"ENSG00000008256"	699.136451519259	-0.686684269638198	0.193043584459496	-3.55714628673545	0.000374905404006901	0.00124136634546557	"CYTH3"	NA
"ENSG00000008277"	752.186238417534	-0.285048179880957	0.234974729088547	-1.21310143004161	0.225091043332379	0.323336930888293	"ADAM22"	NA
"ENSG00000008282"	4197.43796641096	0.655407732731137	0.166257806937939	3.94211703379311	8.07655471159379e-05	0.000318153785047866	"SYPL1"	NA
